,abstract,ano,doi,keywords,periodico,titulo
89,"Highlights•Systematic interdisciplinary literature review on behavioral operations.•Latent Semantic Analysis applied for review and knowledge extraction methodology.•Text analysis and mining to combine statistical methods and expert judgment.•Knowledge extracted in the form of key latent factors.•Text mining approach aids taxonomy of research on power influences in supply chain.This study aims to systematically review the cross disciplinary literature covering the time period from 1934 to January 2013 on behavioral operations in supply chain in order to identify and define the taxonomy of the research on power influences in supply chain. A list of noted journals and search results from Science Direct and Web of Knowledge, IEEE Xplore, and INFORMS (approximately 11,000 journal articles) is used to prepare content collection. Latent Semantic Analysis (LSA) is applied as the review and knowledge extraction methodology. Using the text analysis and mining method we can combine statistical methods and expert human judgment to extract knowledge in the form of key latent factors. The LSA based analysis gives the study a scientific grounding which helps to overcome the subjectivity of collective opinion about the trends. This approach allows proposing taxonomy of the research on power influences in supply chain. The adopted systems approach is used to find research gaps in each class of taxonomy. An emerging trend is noticed in the research of behavioral operations in supply chain. Understanding such a scholarly structure and future trends will assist researchers to assimilate the divergent developments of this multidisciplinary research in one place. This review will be beneficial for practitioners as they consider behavioral aspects in decision making. We have also studied articles related to supply chain published in Expert Systems with Applications (ESWA) journal. We have speculated what an ESWA-related community would like to see in future publications. This will encourage researchers to explore the recommended areas and publish to these outlets.",2015,https://doi.org/10.1016/j.eswa.2014.08.035,"['Behavioral operations', 'Literature review', 'Latent Semantic Analysis', 'Supply chain management', 'Taxonomy of power influences in supply chain', 'Data and text mining']",Expert Systems with Applications,A journey from normative to behavioral operations in supply chain management: A review using Latent Semantic Analysis
90,"Highlights•B2B use social media in different ways to B2C, Mixed B2B/B2C, and B2B2C.•B2B consider social media less important in customer relationship oriented activities than other business models.•Those who consider social media an important channel find it effective in all stages of the customer engagement cycle.•B2B perceive social media as a less effective marketing channel.•B2B see similar importance for customer acquisition orientated activities.This paper explores the implicit assumption in the growing body of literature that social media usage is fundamentally different in business-to-business (B2B) companies than in the extant business-to-consumer (B2C) literature. Sashi's (2012) customer engagement cycle is utilized to compare organizational practices in relation to social media marketing in B2B, B2C, Mixed B2B/B2C and B2B2C business models. Utilizing 449 responses to an exploratory panel based survey instrument, we clearly identify differences in social media usage and its perceived importance as a communications channel. In particular we identify distinct differences in the relationship between social media importance and the perceived effectiveness of social media marketing across business models. Our results indicate that B2B social media usage is distinct from B2C, Mixed and B2B2C business model approaches. Specifically B2B organizational members perceive social media to have a lower overall effectiveness as a channel and identify it as less important for relationship oriented usage than other business models.",2018,https://doi.org/10.1016/j.indmarman.2018.01.001,"['Social media', 'Channel management', 'Business-to-business marketing', 'B2B2C marketing', 'Channel effectiveness']",Industrial Marketing Management,"A comparison of social media marketing between B2B, B2C and mixed business models"
91,"Highlights•Crew communication is critical input for the safety of complicated systems.•Existing speech-act coding schemes mainly emphasize what was done.•3657 utterances were analyzed in order to identify 45 behavioral task categories.•A novel speech-act coding scheme emphasizes a communication intention.Many researchers have commonly pointed out that the characteristics of crew communications is one of the most important factors affecting the operation safety of complicated process control systems. From this concern, a couple of speech-act coding schemes were developed from the point of view of ‘what was done by crew members?’ In this study, a novel speech-act coding scheme was developed, which allows us to see the contents crew communication from a different angle – ‘what was the communication intention of crew members?’ To this end, the communication contents uttered by MCR operators who were faced with various kinds of simulated off-normal conditions were collected from the full-scope simulator of domestic NPPs. Then, the novel speech-act coding scheme was developed by involving additional yardsticks (such as Means, Acceptance criteria, and Constraints), which are useful for elucidating the nature of communications from a task description perspective. As a result, the novel speech-act coding scheme was proposed, which consists of 45 behavioral task categories and the associated definitions. Although the novel speech-act coding scheme proposed in this study is still a preliminary version, this would be a good starting point to enhance the quality of crew communications through visualizing their communication intentions.",2018,https://doi.org/10.1016/j.ress.2018.05.013,"['Crew communication', 'Speech-act coding scheme', 'Communication intention', 'Off-normal condition', 'Nuclear power plant']",Reliability Engineering & System Safety,A novel speech-act coding scheme to visualize the intention of crew communications to cope with simulated off-normal conditions of nuclear power plants
92,"Highlights•CFSMIP influences PU positively.•CFSMIP is insignificant in preventing CI.•PU partially mediates the influence of CFSMIP.•CI to use mobile social commerce influences BL.•SA on using mobile social commerce influences BL.In view of the deficiencies in current literature, this study seeks to examine if mobile social commerce continuance usage influences brand loyalty among customers, and assessed the inhibitor role of privacy concern in mobile social commerce usage intention. Privacy concern was measured by using concern for social media information privacy (CFSMIP). Therefore, this study proposes and empirically validated a model that combines CFSMIP, brand loyalty, and Expectation Confirmation Model, in the Asian context. The results suggested that users' CFSMIP does not inhibit them from the continuous usage of mobile social commerce, and influences their perceived usefulness on mobile social commerce positively. Moreover, all the paths in the baseline model of Expectation Confirmation Model have been reconfirmed in this study. Besides, users' continuance usage and satisfaction on mobile social commerce are proven to be boosters for brand loyalty. Relevant managerial implications are then discussed.",2016,https://doi.org/10.1016/j.chb.2016.01.027,"['Expectation confirmation model', 'Privacy concern', 'Brand loyalty', 'Mobile social media', 'Mobile social commerce', 'Malaysia']",Computers in Human Behavior,Mobile social commerce: The booster for brand loyalty?
93,"Internet of Things (IoT) is set to revolutionize all aspects of our lives. The number of objects connected to IoT is expected to reach 50 billion by 2020, giving rise to an enormous amounts of valuable data. The data collected from the IoT devices will be used to understand and control complex environments around us, enabling better decision making, greater automation, higher efficiencies, productivity, accuracy, and wealth generation. Data mining and other artificial intelligence methods would play a critical role in creating smarter IoTs, albeit with many challenges. In this paper, we examine the applicability of eight well-known data mining algorithms for IoT data. These include, among others, the deep learning artificial neural networks (DLANNs), which build a feed forward multi-layer artificial neural network (ANN) for modelling high-level data abstractions. Our preliminary results on three real IoT datasets show that C4.5 and C5.0 have better accuracy, are memory efficient and have relatively higher processing speeds. ANNs and DLANNs can provide highly accurate results but are computationally expensive.",2016,https://doi.org/10.1016/j.procs.2016.09.068,"['Internet of Things (IoT)', 'Support Vector Machine (SVM)', 'K-Nearest Neighbours (KNN)', 'Linear Discriminant Analysis (LDA)', 'Naïve Bayes (NB)', 'C4.5', 'C5.0', 'Artificial Neural Networks (ANNs)', 'Deep Learning ANNs (DLANNs)', 'Big Data', 'Smart Cities ;']",Procedia Computer Science,Analysis of Eight Data Mining Algorithms for Smarter Internet of Things (IoT)
94,"Highlights•The research collected data from over 1000 consumers in China and France.•Collectivism-polychronic time orientation affects online social interaction in China.•Social interaction has a stronger effect on trust perception and browsing experience in China.•Trust perception affects intention to use online shopping in China but not France.This study proposes a model of online shopping behavior that examines the influence of collectivism and polychronic time orientation on customers' online social interaction in the context of social media and its influence on psychological reactions to this interaction (i.e., trust perception, browsing experience),which in turn influences behavioral intention to use online shopping. The model is empirically tested and results are compared across French and Chinese cultures. Results of multigroup structural equation modeling using a sample of more than 1000 website visitors in both cultures support the hypotheses and show several non-invariant and invariant paths between the groups. Specifically, the influences of collectivism and polychronic time orientation on Internet users' social interaction are stronger for Chinese respondents than for French respondents. Moreover, the influence of social interaction on trust perception, and of trust perception on intention to use online shopping, is stronger for Chinese respondents than for French respondents. However, the influence of social interaction on browsing experience is similar between the two groups. Finally, the influence of trust perception on intention to use online shopping is found to be not significant for the French sample but significant for the Chinese sample. Implications for cross-cultural studies and managers are discussed.Graphical abstractDownload full-size image",2014,https://doi.org/10.1016/j.techfore.2014.07.010,"['Time orientation', 'Social media', 'Trust perception', 'Browsing experience', 'Cross-cultural study', 'Online shopping']",Technological Forecasting and Social Change,The effects of collectivism and polychronic time orientation on online social interaction and shopping behavior: A comparative study between China and France
95,"A growing number of researchers have examined the effects of personalized advertising in traditional media, however, little has been known about personalized advertising on Facebook. The primary objectives of this research are threefold: (1) Develop a comprehensive model that captures the effects of perceived personalized ads on Facebook on customer attitudinal and behavioral reactions (ad credibility, ad avoidance, ad skepticism, ad attitude, and behavioral intention) to the ad; (2) Test hypothesized relationships using two data sets collected through an online survey; and (3) Develop appropriate customer segments based on personal views of personalized ads on Facebook. The paper reveals that eleven out of thirteen hypotheses are supported and that three market segments are identified including Ad Lovers, Ad Accommodators, and Ad Haters. The paper concludes with conclusion and discussions highlighting managerial and research implications.",2017,https://doi.org/10.1016/j.jretconser.2017.06.010,"['Personalization', 'Cluster analysis', 'PLS-SEM', 'Social media']",Journal of Retailing and Consumer Services,Personalized ads on Facebook: An effective marketing tool for online marketers
96,"Highlights•Literature review on information technology & systems (IT/S) from January 2000 to December 2014.•Total 152 relevant articles were found and classified into four main domains.•Literature on IT/S continuous usage lacks a clear roadmap and agenda.•Most research conducted in East Asia and North America.•Technology acceptance model (TAM) the most used theory.This detailed literature review has considered a relatively large quantity (152 total) of scholarly empirical publications, conference proceedings, books and popular market reports published over the last 15 years, i.e., from January 2000 to December 2014, in the field of human continuous usage behavior and in the context of information technology/systems. Based on the search results, the literature was synthesized, segregated into four major domains according to the purpose, nature and usage of the information technology/systems. The authors believe that this segregation within the information technology & systems continuous usage literature provides greater scalability, flexibility and space for future research. Moreover, this proposed segregation allows for future research to include more ‘systems’ in each category depending on the usage, relevance and nature of the ‘systems’ that will evolve over the period of time. Scalability will provide more insights and ideas that will help future research investigate and propose domain-specific conceptual or business models that will help facilitate an understanding of information technology/systems continuous usage according to the nature of the ‘system.’ Conclusions and recommendations are drawn and priorities are proposed for continuing research.",2015,https://doi.org/10.1016/j.chb.2015.03.059,"['Literature review', 'Human behavioral intention to use', 'Human–computer interaction', 'Information technology/systems', 'Technology acceptance model']",Computers in Human Behavior,"Making the most of information technology & systems usage: A literature review, framework and future research agenda"
97,"Highlights•This article categorises professional sport teams into four types, based on their cause-related marketing (CRM) strategies adopted.•European professional basketball teams want their CSR ideas to provide marketing outcomes as well.•Treating management and marketing of CSR as integrated rather than distinct phenomena, delivers the biggest win-win for the team and society.As professional sports organisations are increasingly engaging in Cause-Related Marketing (CRM), there is a growing interest in understanding to what extent Corporate Social Responsibility (CSR) can deliver win–win outcomes for both the organisation and society at large. In this article, the authors provide a typology of CRM approaches adopted by professional sports teams and demonstrate if and how they approach social responsibility from a marketing perspective. The authors use a qualitative method to explore CRM engagement of professional basketball teams in Europe. The findings show that CRM is more than an act of philanthropy to the majority of the sports organisations. The sport organisations envision a win–win situation either through increased revenue or improved stakeholder relationships, or a combination of both. The authors merge the CSR and CRM concept and contribute to the CRM literature by investigating it from a broad managerial and stakeholder perspective rather than from a unilateral consumer perspective. The model will assist sports managers in CRM decision-making, more specifically, in handling the paradox between commercialising CRM and safeguarding integrity.",2017,https://doi.org/10.1016/j.smr.2017.08.006,"['Corporate social responsibility', 'Marketing', 'Stakeholder management']",Sport Management Review,A typology of cause-related marketing approaches in European professional basketball
98,"With the recent increase of SaaS providers in the market, enterprises are having difficulties in choosing their right organization's architecture. Subsequently data that exists outside the organization firewall needs to be managed and controlled. In spite of that, there are additional difficulties by BYOD (Bring Your Own Device) polices i.e. within the organization's firewall, when employees want to access the data using any device from anywhere. As a result, IT is now undergoing a major shift in demanding a new architecture, which will have the ability to integrate anything and anywhere. In order to get the seamless connectivity, between the systems and services across the enterprise, and also achieve the benefits of cloud computing, organizations are revolving to build an effective cloud integration strategy. It entails IT organizations to think about various aspects while choosing an organized approach for their application integration, data integration and process integration. The aim of this paper is to present the various cloud integration challenges, key aspects while choosing Integration solutions, and suggest a Hybrid Integration Architecture for various IT aspects to make the integration process much easier. We also present the benefits of handling Big data in Hybrid Cloud environment.",2015,https://doi.org/10.1016/j.procs.2015.04.079,"['Cloud', 'Integration', 'Hybrid', 'Service', 'Platform', 'Big Data']",Procedia Computer Science,An Enterprise Oriented View on the Cloud Integration Approaches – Hybrid Cloud and Big Data
0,"Highlights•A PLS-ANN two-staged approach and a non-parametric PLS-MGA are employed.•Brand attachment is the most influential driver of continuance intention to purchase smartphones.•Male consumers are more sensitive to the influences of brand attachment.•Female consumers are stressing more on perceived usefulness.•Perceived usefulness does not significantly influence male consumers’ continuance intention.In this fast changing digital era, smartphones users tend to change their smartphones regularly. Therefore, retaining existing consumers has been a challenging task for smartphone manufacturer brands. Given the status quo in smartphone industry and deficiencies in smartphone research, this study proposes a model that integrates Expectation Confirmation Model and brand attachment to shed light on smartphone repurchase decision making process. Besides, gender differences are also accounted for in the model. This study employs a two-staged approach, namely PLS-ANN, in analysing the data collected from 510 existing smartphone owners. Partial least squares structural equation modelling was firstly engaged, and followed by artificial neural network analysis. Besides, a non-parametric partial least squares multi-group analysis has also been conducted to discover gender differences in such decision making process. The results suggest that brand attachment is the most influential and relevant driver of consumers’ intention to repurchase smartphones from current brand (measured by continuance intention). Moreover, male consumers are more sensitive to the influence of brand attachment in developing their satisfaction and continuance intention, while female consumers are relying more on perceived usefulness. Interestingly, perceived usefulness does not significantly influence male consumers in continuance intention development. Practical and theoretical implications are subsequently offered.Graphical abstractDownload high-res image (129KB)Download full-size image",2017,https://doi.org/10.1016/j.tele.2016.12.009,"['Smartphone repurchase intention', 'Brand attachment', 'Gender differences', 'Partial least squares structural equation modelling (PLS-SEM)', 'Artificial neural network analysis (ANN)', 'Partial least squares multi-group analysis (PLS-MGA)']",Telematics and Informatics,Crafting a smartphone repurchase decision making process: Do brand attachment and gender matter?
1,"The cloud computing industry is a swiftly growing sector, with many providers hailing it as a “digital revolution” that will render traditional IT business models obsolete within ten years. Although still under development, the range of circumstances to engage in monopolistic and anti-competitive behaviour in the cloud services market are numerous. Suppliers can engage in tying, exclusive dealing, and refusing to share vital information to allow the creation of technically compatible products. Monopolistic behaviour and pricing strategies can also restrict innovation and result in a lessening of competition.This paper reviews the European laws that have a direct effect on competition in the cloud computing industry. In addition to competition law, other areas of law have an impact on competition in cloud services. Merger regulations for example have a direct effect by controlling market concentrations in the cloud and technology industry.Interoperability has emerged as a key policy and legal consideration in cases concerning competition and merger laws. The concept of interoperability has arisen in cloud computing cases, as well as other areas of law that indirectly impact upon openness and competition. These areas include intellectual property and standardisation.As new areas of interest arise that raise enforcement challenges for regulators, the author maintains that current laws are adequate to meet the competition concerns in the diverse cloud services market.",2017,https://doi.org/10.1016/j.clsr.2017.05.005,"['Cloud computing', 'Cloud services', 'Cloud industry', 'Technology law', 'Information technology', 'Interoperability', 'Compatibility', 'Competition law', 'Standardisation']",Computer Law & Security Review,Competition law and interoperability in cloud computing
2,"Highlights⿢A total 110 studies reviewed to clarify social commerce concept using per-defined review protocol.⿢We identify three main characteristics of social commerce that distinguish the term from e-commerce.⿢We highlighted the research themes that have been addressed in previous studies.⿢The results of the review highlighted the limitation and the gaps in the previous studies in three main aspects (theoretical, customer and design aspects).Web 2.0 technologies and social media gave a rise to social commerce as a new phenomenon in the business world. Recently, social commerce gained a major attention from both academics and practitioners. Numerous studies have been conducted to understand s-commerce and examine its impact. Since 2010 the published studies on s-commerce increased, but little attempt has been made to incorporate the findings of former surveys and assess the current state of the research in this field. In this study, we conducted a systematic review of s-commerce research, to explore the term s-commerce by collecting, reviewing and synthesizing studies that related to s-commerce published from 2010 to 2015. By following review protocol which integrated two stages (automatic and manual) to cover all studies in this period, we identified 110 studies which address s-commerce. The results show that the studies that addressing s-commerce increased during the last 6 years. We observed that the current studies covered numerous research themes under s-commerce, such as user behavior, business models, s-commerce website design, adoption strategy, social process network analysis and firm performance. Most of these studies focus on user behavior and website design, while other themes gained little attention; therefore, this study highlights direction for further research. This review reveals s-commerce to be a promising new area of research, showing a new paradigm of conducting commerce using social media to reach customers and their networked friends. Discussion of this and conclusion have been highlighted.",2016,https://doi.org/10.1016/j.ijinfomgt.2016.06.005,"['Social commerce', 'Electronic commerce', 'Web 2.0', 'Social media', 'Systematic review']",International Journal of Information Management,Understanding social commerce: A systematic literature review and directions for further research
3,"The high penetration rate of new technologies in all the activities of everyday life is fostering the belief that for any new societal challenge there is always an ICT solution able to successfully deal with it. Recently, the solution that is proposed almost anytime is the “Internet of Things” (IoT). This apparent panacea of the ICT world takes different aspects on and, actually, is identified with different (often very different) technological solutions. As a result, many think that IoT is just RFIDs, others think that it is sensor networks, and yet others that it is machine-to-machine communications. In the meanwhile, industrial players are taking advantage of the popularity of IoT to use it as a very trendy brand for technology solutions oriented to the consumer market. The scientific literature sometimes does not help much in clarifying, as it is rich in definitions of IoT often discordant between them.Objective of this paper is to present the evolutionary stages, i.e., generations, that have characterized the development of IoT, along with the motivations of their triggering. Besides, it analyzes the role that IoT can play in addressing the main societal challenges and the set of features expected from the relevant solutions. The final objective is to give a modern definition of the phenomenon, which de facto shows a strong pervasive nature, and, if not well understood in its theories, technologies, methodologies, and real potentials, then runs the risk of being regarded with suspicion and, thus, rejected by users.",2017,https://doi.org/10.1016/j.adhoc.2016.12.004,"['Internet of Things', 'Web of things', 'Cloud of things']",Ad Hoc Networks,"Understanding the Internet of Things: definition, potentials, and societal role of a fast evolving paradigm"
4,"Highlights•Privacy fatigue is a multi-dimensional concept including exhaustion and cynicism.•There is a significant effect of privacy fatigue on privacy coping behaviors.•Privacy fatigue has a stronger impact disengagement behavior than privacy concern.The increasing difficulty in managing one's online personal data leads to individuals feeling a loss of control. Additionally, repeated consumer data breaches have given people a sense of futility, ultimately making them weary of having to think about online privacy. This phenomenon is called “privacy fatigue.” Although privacy fatigue is prevalent and has been discussed by scholars, there is little empirical research on the phenomenon. This study aimed not only to conceptualize privacy fatigue but also to examine its role in online privacy behavior. Based on literature on burnout, we developed measurement items for privacy fatigue, which has two key dimensions —emotional exhaustion and cynicism. Data analyzed from a survey of 324 Internet users showed that privacy fatigue has a stronger impact on privacy behavior than privacy concerns do, although the latter is widely regarded as the dominant factor in explaining online privacy behavior.",2018,https://doi.org/10.1016/j.chb.2017.12.001,"['Online privacy', 'Privacy fatigue', 'Emotional exhaustion', 'Cynicism', 'Disengagement']",Computers in Human Behavior,The role of privacy fatigue in online privacy behavior
5,"The purpose of this study is to investigate the relationship between managerial beliefs regarding social media and the subsequent adoption of these tools by exporting companies, and the moderating effect of export dependence measured by export intensity in those relationships. To accomplish this objective we use data from a Web-based survey distributed (by e-mail) to export managers or CEOs of Spanish exporting firms from the ICEX (Spanish Institute for Foreign Trade) database. Our results show that Managers’ beliefs about social media capabilities for dealing with foreign customers directly influence managerial attitudes toward and intention to use social media, and also indirectly on the intention to use them through the attitude. Then, the intention to use these applications increases their final usage by exporting firms. Export dependence of the company moderates all these relationships, being stronger with a higher export intensity.ResumenEl objetivo de este estudio es investigar la relación entre las creencias gerenciales en relación a los medios sociales y la subsiguiente adopción de dichas herramientas por parte de las empresas exportadoras, así como el efecto moderador de la dependencia de la exportación, calibrado mediante la intensidad exportadora en dichas relaciones. Para lograr este objetivo, utilizamos los datos de una encuesta basada en web y distribuida por correo electrónico a los gerentes o a los directores ejecutivos de las empresas exportadoras españolas de la base de datos del ICEX (Instituto Español de Comercio Exterior). Nuestros resultados reflejan que las creencias de los gestores acerca de las capacidades de los medios sociales, en cuanto al trato con los clientes extranjeros, tienen una influencia directa sobre las actitudes gerenciales frente al uso y a la intención de utilizar los medios sociales, y una influencia indirecta sobre la intención de hacer uso de dichos medios a través de la actitud. Por tanto, la intención de utilizar estas aplicaciones incrementa su uso final por parte de las empresas exportadoras. La dependencia de la exportación por parte de la empresa modera todas estas relaciones, acrecentándose cuando la intensidad exportadora es más elevada.",2016,https://doi.org/10.1016/j.sjme.2016.07.002,"['Social media capabilities', 'Managerial adoption process', 'Exporting companies', 'Structural equation modeling', 'Capacidades de los medios sociales', 'Proceso de adopción gerencial', 'Empresas exportadoras', 'Modelo de ecuaciones estructurales']",Spanish Journal of Marketing - ESIC,Social media adoption by exporters: The export-dependence moderating role
6,Highlights•Review of individual chapters.•Presents a vision of the Digital Renaissance of Work.•Presents a roadmap with checklists and methodologies for delivering a digital workplace fit for the future.,2015,https://doi.org/10.1016/j.ijinfomgt.2015.06.002,[],International Journal of Information Management,"The Digital Renaissance of Work. P. Miller, E. Marsh. Gower Publishing, Farnham. 216p., price £20.00"
7,"Highlights•A new typology covering technological innovations and variations in market demand is created.•The typology is validated with a case study of digitalization in the photographic industry.•The typology is further applied to technological transition in the media industry.•Adaptive strategies corresponding to the identified types of technological changes are discussed.Shifts in technological paradigms simultaneously disrupt existing industrial organization and raise opportunities for entrepreneurial companies. However, research on technological innovation centers the development of new technological solutions, while largely neglecting changes in customer problems or needs. This paper develops a typology for use as an analytical framework covering technological innovations and variations in market demand. The typology is then applied to the photographic industry, specifically the development of digital imaging technologies which disrupted existing film material and chemistry technologies in a paradigm shift from analog film to digital cameras. Taking a systematic view of product technologies, the typology identifies seven types of technological changes during the photography industry's process of digitalization. Case studies show that disruption of incumbent competencies can be attributed to the interactive effects of technological innovations and variations to market demand. Adaptive strategies corresponding to the identified types of technological changes are reported and discussed. The proposed typology is designed as a generic framework and is validated using an additional set of case studies from the media industrial sector.",2015,https://doi.org/10.1016/j.techfore.2014.05.015,"['Technological change', 'Technological paradigm', 'Typology', 'Disruptive innovation', 'Industrial sector']",Technological Forecasting and Social Change,A typology of technological change: Technological paradigm theory with validation and generalization from case studies
8,"Highlights•We define the sharing economy and emphasize on why it is unique.•We offer insights from theory and practice to sustain profitable performance.•We argue how adoption is shaped by generational traits (autonomy and practicality).•Customer development consists of acquisition, retention and win-back strategies.•Our framework aids firms to reduce churn and retain high quality service providers.There is an increasing interest in the rapid rise of the sharing economy, from both academicians and practitioners. Recent research has focused primarily on the relationship between sharing economy firms (service enablers) and customers. Moreover, service enablers have primarily allocated their resources to acquire a critical mass of customers. This study takes a balanced two-sided customer relationship approach toward understanding the dynamics of this triadic business model (service enabler – service provider – customer). To maintain this emerging economy's fast-growth pace, service enablers should strive to acquire, retain, and win-back profitable service providers and customers simultaneously.We propose a conceptual strategic framework for the development of service providers and customers considering multigenerational aspects based on inferences from the literature, popular press, and interviews with members of the triad in the sharing economy. Based on our investigation, the sharing economy services are mostly adopted by Generation Y, whereas other generations are still in the early phase of adoption. Additionally, customer and service provider churn is high. We argue that this double-sided customer relationship framework will help firms take appropriate measures to keep all the actors involved in the process satisfied, loyal, and profitable in the long run.Graphical abstractDownload high-res image (301KB)Download full-size image",2018,https://doi.org/10.1016/j.indmarman.2017.08.021,"['Sharing economy', 'Two-sided market', 'Churn', 'Customer development', 'Firm performance', 'Multigenerational marketing']",Industrial Marketing Management,A strategic framework for a profitable business model in the sharing economy
9,"Today, development of physical products does not only reflect the notion of tangible objects, but rather those of individualized products with associated services; which bring more value to final customers than the pure physical objects without any accessories and services. Thanks to new achievements in ICT, all product stakeholders (e.g., manufacturers, consumers, service providers) have got the possibility to more intensively interact with each other and thereupon profit from that. This novel approach has led the development features of products to a new era of cyber-physical systems, resulting in higher individualized and user-friendly product experiences, reflecting intelligent and connected products throughout their life-cycles. Accordingly, such products configure product-service systems with accompanying several merits, e.g., flexibility, adaptability, reactivity, expertise, and x-gradability. Prospective products due to their adaptable design, associated services and Avatars are able to cover a range of customizations upon the current and prospective needs of customers. Besides, manufacturers can profit from this approach for adopting new production strategies. This perspective is recommended and conceptually explored in this paper.",2014,https://doi.org/10.1016/j.procir.2014.03.147,"['Make-to-XGrade', 'Cyber-Physical System', 'Product Avatar', 'Personalized and Scalable Product Experience ;']",Procedia CIRP,"Make-to-XGrade for the Design and Manufacturing of Flexible, Adaptive, and Reactive Products"
10,"Highlights•New understanding about use, potential and challenges of social media in B2Bs external use.•Better understanding of special challenges and features of B2B-related social media.•Discovered social media use between different company sizes and turnover similar.•Found a number of external social media uses that were seen as important by B2Bs.•Found statistically significant correlations between social media use and potential.Even today, it is a fairly common argument in business-to-business companies, especially in traditional industrial companies, that social media is only useful in the business-to-consumer sector. The perceived challenges, opportunities and social media use cases in business-to-business sector have received little attention in the literature. Therefore, this paper focuses on bridging this gap with a survey of social media use cases, opportunities and challenges in industrial business-to-business companies. The study also examines the essential differences between business-to-consumer and business-to-business in these respects. The paper starts by defining social media and Web 2.0, and then characterizes social media in business, and social media in business-to-business. Finally, we present and analyze the results of our empirical survey of 125 business-to-business companies in the Finnish technology industry sector. This paper suggests that there is a significant gap between the perceived potential of social media and social media use with customers and partners in business-to-business companies, and identifies potentially effective ways to reduce the gap.",2014,https://doi.org/10.1016/j.chb.2013.07.047,"['Social media', 'Business-to-business', 'Customer interface', 'Partner interface', 'Technology industry', 'Survey']",Computers in Human Behavior,Social media utilization in business-to-business relationships of technology industry firms
11,"A key aspect of successively maintaining a store on the market is the analysis of customer typology. By understanding individual segments of consumers, entrepreneurs are able to make big profits. This article proposes the methodological approach of the decision support system for identifying Internet customer typology. The conceptual framework was developed and on this basis a prototype of an online shop for conducting experiments was developed. A group of randomly selected users was isolated, and on the basis of the obtained data their clustering was performed by cluster analysis. The typology of online shop users has been created. Additionally, by introducing a prediction mechanism based on the mathematical model of the Graph Cellular Automaton, the new customer can be quickly adjusted to the defined group of shop customers.",2017,https://doi.org/10.1016/j.procs.2017.08.150,"['online shop', 'typology', 'Cluster Analysis', 'Graph Cellular Automaton', 'conceptual framework']",Procedia Computer Science,The Classification of Internet Shop Customers based on the Cluster Analysis and Graph Cellular Automata
12,"Highlights•An RFID-enabled social manufacturing system (RFID-SMS) is developed to deal with real-time monitoring and dispatching of inter-enterprise integrated production and transportation tasks.•Three service packages of RFID-SMS are studied in detail, including RFID data services package, real-time monitoring services package, and decision support services package.•The integrated production and transportation task dispatching problem is modeled and solved by a three-step optimization method integrating teaching-learning-based optimization (TLBO).In today's manufacturing environment, manufacturers need to handle unprecedented and diverse customer requirements swiftly. An efficient way is to collaborate with various stakeholders such as micro-/small-/medium-sized enterprises, factories, workshops, logistics service providers, public warehouse providers, and even individuals, forming a social media-based community. The vital factor to enable this way is the efficient real-time monitoring and dynamic dispatching of inter-enterprise production and transportation tasks. This work deals with the social manufacturing trend and proposes an radio frequency identification-enabled social manufacturing system (RFID-SMS) to realize the real-time monitoring and dispatching of inter-enterprise production and transportation tasks. Firstly, RFID devices are systematically deployed in each enterprise's job-shops and transportation vehicles to collect real-time production and transportation data. Then, these data is processed to monitor task progress and states, which is helpful to manage the inter-enterprise production processes. To deal with the unexpected disturbances, dynamic dispatching decisions for inter-enterprise production and transportation tasks are made by the manufacturer to win high flexibility and efficiency. Furthermore, a prototype is developed and a case is implemented in a printing machinery company, and the feasibility of the proposed system and models are evaluated by the practical industrial data from the company. It shows that RFID-SMS can improve the inter-enterprise production transparency under mass individualization.",2018,https://doi.org/10.1016/j.rcim.2017.06.009,"['Social manufacturing', 'RFID', 'Integrated production and transportation', 'Monitoring', 'Dispatching', 'Social media']",Robotics and Computer-Integrated Manufacturing,RFID-enabled social manufacturing system for inter-enterprise monitoring and dispatching of integrated production and transportation tasks
13,"Creating and developing a firm-hosted virtual brand community forms part of a relationship marketing strategy; therefore, it makes sense to evaluate its effectiveness in terms of relational outcomes. In an attempt to know how marketers can foster the relationship with the brand through virtual communities, we posit and estimate a model of relational efficacy for a firm-managed Facebook brand page (FBP) in which the brand posts created by the firm influence the behavioural engagement of individual users through the utilitarian and hedonic values derived from their interactive experiences within the FBP. The findings highlight that information posts stimulate user behavioural engagement through the utilitarian experiential route. Aside from any experiential route and adopting a more direct path, interaction posts are the main drivers of engagement behaviour. Image posts contribute towards the perception of utility, but in no way affect engagement. Finally, in order to gain a deeper insight, we explore the moderating effect of user brand purchase intensity on the relations posited in the model.",2017,https://doi.org/10.1016/j.brq.2017.06.001,"['M15', 'M30', 'Facebook brand page', 'Brand post content', 'Experiential value', 'User behavioural engagement']",BRQ Business Research Quarterly,How brand post content contributes to user's Facebook brand-page engagement. The experiential route of active participation
